date,state,energy_mu,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,relative_humidity_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,cloud_cover_mean,surface_pressure_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,is_national_holiday,is_state_holiday,holiday_name
2024-04-01,Andhra Pradesh,239.6,39.1,25.5,31.7,35.7,64,0.0,0.0,15.1,34.6,40,1003.5,23.22,6.6,0,0,
2024-04-02,Andhra Pradesh,243.2,39.5,25.7,31.8,35.6,63,0.4,0.4,15.8,35.3,48,1002.0,23.43,6.75,0,0,
2024-04-03,Andhra Pradesh,244.3,38.8,25.3,31.8,35.6,64,0.1,0.1,18.1,39.2,58,1002.7,24.03,6.86,0,0,
2024-04-04,Andhra Pradesh,244.9,39.2,25.7,32.0,35.9,63,0.0,0.0,20.2,42.8,53,1003.0,24.33,6.91,0,0,
2024-04-05,Andhra Pradesh,247.9,41.3,25.5,32.2,36.2,63,0.0,0.0,18.4,38.2,33,1002.0,23.59,6.83,0,0,
2024-04-06,Andhra Pradesh,247.7,42.5,24.8,32.9,35.4,53,0.0,0.0,21.0,42.1,87,1000.8,25.2,7.99,0,0,
2024-04-07,Andhra Pradesh,244.7,41.8,26.1,33.5,35.2,49,0.0,0.0,23.5,47.2,5,1000.3,25.59,8.66,0,0,
2024-04-08,Andhra Pradesh,236.8,38.3,25.9,31.3,34.7,64,0.0,0.0,21.7,43.6,12,1003.4,23.64,6.89,0,0,
2024-04-09,Andhra Pradesh,235.9,38.6,26.7,31.9,35.4,60,0.3,0.3,19.0,36.0,17,1004.6,23.2,6.85,0,1,Ugadi
2024-04-10,Andhra Pradesh,234.4,39.1,24.4,31.5,34.9,61,0.0,0.0,19.5,40.0,12,1004.5,24.4,7.05,0,0,
2024-04-11,Andhra Pradesh,237.7,39.6,26.4,31.9,36.2,65,0.4,0.4,19.6,36.0,31,1004.8,22.58,6.4,1,0,Eid al-Fitr
2024-04-12,Andhra Pradesh,239.1,37.5,26.2,31.2,34.9,63,1.4,1.4,17.1,34.9,30,1004.8,18.05,5.44,0,0,
2024-04-13,Andhra Pradesh,235.4,40.1,25.8,32.1,36.2,61,0.8,0.8,15.9,35.6,38,1004.4,22.51,6.27,0,0,
2024-04-14,Andhra Pradesh,236.2,39.8,26.2,32.2,36.4,63,0.0,0.0,18.9,36.0,17,1004.8,24.0,6.8,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-15,Andhra Pradesh,240.2,40.8,25.2,32.5,36.5,61,0.0,0.0,20.5,38.2,27,1004.7,23.87,6.91,0,0,
2024-04-16,Andhra Pradesh,244.1,41.6,26.9,33.4,36.2,50,0.0,0.0,22.9,45.0,33,1003.1,24.9,7.51,0,0,
2024-04-17,Andhra Pradesh,250.2,42.5,27.5,34.1,37.8,51,0.0,0.0,17.6,31.7,78,1001.9,24.06,6.64,1,0,Ram Navami
2024-04-18,Andhra Pradesh,252.6,43.0,27.9,34.3,38.5,55,0.0,0.0,20.5,39.2,3,1000.6,24.41,6.87,0,0,
2024-04-19,Andhra Pradesh,253.6,41.3,28.1,34.1,38.9,61,0.0,0.0,20.2,36.7,39,999.3,23.84,7.09,0,0,
2024-04-20,Andhra Pradesh,249.9,41.3,28.0,34.2,39.1,60,0.0,0.0,14.9,33.5,75,999.8,19.91,5.79,0,0,
2024-04-21,Andhra Pradesh,244.9,41.8,29.0,33.4,39.4,66,0.0,0.0,23.2,45.7,51,1000.5,23.16,6.36,1,0,Mahavira's Birthday
2024-04-22,Andhra Pradesh,246.0,41.8,26.9,33.4,37.3,59,0.0,0.0,16.6,37.1,19,1001.1,24.81,7.38,0,0,
2024-04-23,Andhra Pradesh,245.8,41.7,26.2,33.0,37.0,58,0.2,0.2,17.3,33.8,25,1000.8,24.14,6.96,0,0,
2024-04-24,Andhra Pradesh,246.1,42.3,25.7,33.5,37.3,58,0.0,0.0,18.7,36.7,16,1000.2,24.79,7.25,0,0,
2024-04-25,Andhra Pradesh,249.8,42.8,27.0,33.5,38.1,63,0.0,0.0,20.2,37.1,19,1000.4,24.37,7.27,0,0,
2024-04-26,Andhra Pradesh,252.1,41.6,27.0,33.5,38.1,61,0.0,0.0,17.0,35.6,39,1000.4,23.22,6.98,0,0,
2024-04-27,Andhra Pradesh,250.8,42.1,27.3,33.7,39.1,63,0.0,0.0,17.4,31.7,26,1000.5,22.65,6.29,0,0,
2024-04-28,Andhra Pradesh,246.3,42.6,27.5,33.9,38.0,59,0.0,0.0,21.6,39.2,64,1000.7,25.28,7.7,0,0,
2024-04-29,Andhra Pradesh,251.8,41.4,27.5,33.7,37.8,59,0.0,0.0,17.3,38.2,15,1002.0,24.56,7.35,0,0,
2024-04-30,Andhra Pradesh,255.5,41.0,26.8,33.4,37.0,58,0.0,0.0,19.5,42.1,28,1000.0,25.12,7.78,0,0,
2024-05-01,Andhra Pradesh,250.6,43.8,28.8,35.3,40.1,59,0.0,0.0,19.1,38.9,62,997.1,23.35,7.44,0,0,
2024-05-02,Andhra Pradesh,256.6,42.6,29.9,35.1,40.4,62,0.0,0.0,21.7,43.9,15,997.4,23.22,7.51,0,0,
2024-05-03,Andhra Pradesh,258.7,43.0,30.2,35.1,41.0,62,0.0,0.0,20.5,42.5,9,998.5,23.61,7.08,0,0,
2024-05-04,Andhra Pradesh,259.2,42.2,29.7,34.3,40.5,68,0.0,0.0,18.6,40.7,29,999.3,22.74,6.71,0,0,
2024-05-05,Andhra Pradesh,253.6,41.1,26.9,34.1,39.9,66,15.2,15.2,18.9,48.6,43,998.2,24.16,7.04,0,0,
2024-05-06,Andhra Pradesh,255.8,42.3,29.7,34.8,40.9,66,0.0,0.0,20.5,41.8,15,998.9,23.44,7.13,0,0,
2024-05-07,Andhra Pradesh,215.3,32.7,26.1,29.8,35.4,80,53.0,53.0,18.9,40.7,80,1002.4,12.09,3.18,0,0,
2024-05-08,Andhra Pradesh,194.9,37.5,27.5,31.6,36.7,66,0.1,0.1,18.9,38.2,52,1001.7,23.38,6.04,0,0,
2024-05-09,Andhra Pradesh,214.9,34.6,27.8,30.8,36.5,74,2.6,2.6,15.3,38.5,34,1001.4,21.2,5.12,0,0,
2024-05-10,Andhra Pradesh,217.2,35.4,25.4,30.6,36.0,71,0.9,0.9,13.3,27.0,70,1002.0,20.46,5.21,0,0,
2024-05-11,Andhra Pradesh,224.2,37.5,27.5,31.9,37.6,70,0.1,0.1,17.2,35.3,29,1002.7,22.19,5.9,0,0,
2024-05-12,Andhra Pradesh,224.5,38.8,28.3,32.8,38.6,68,1.8,1.8,14.0,31.7,17,1002.5,22.25,5.9,0,0,
2024-05-13,Andhra Pradesh,196.7,36.9,28.0,31.3,37.8,72,3.7,3.7,9.0,34.2,49,1002.2,20.49,4.75,0,0,
2024-05-14,Andhra Pradesh,217.8,36.3,27.9,30.4,36.6,78,6.3,6.3,20.3,38.2,71,1002.2,16.07,3.87,0,0,
2024-05-15,Andhra Pradesh,226.3,36.2,25.6,30.4,36.3,75,6.1,6.1,21.9,41.8,58,1002.8,18.41,4.79,0,0,
2024-05-16,Andhra Pradesh,221.3,29.6,25.5,27.4,33.3,89,44.8,44.8,12.3,25.2,93,1003.6,9.29,2.03,0,0,
2024-05-17,Andhra Pradesh,211.0,32.2,25.3,27.6,33.1,86,31.3,31.3,15.4,30.6,97,1002.1,11.34,2.68,0,0,
2024-05-18,Andhra Pradesh,210.4,32.4,25.4,27.9,34.2,87,11.6,11.6,9.4,24.5,97,1000.6,13.69,3.03,0,0,
2024-05-19,Andhra Pradesh,204.5,34.5,25.8,29.3,35.3,81,16.7,16.7,16.4,30.6,99,998.8,19.39,4.46,0,0,
2024-05-20,Andhra Pradesh,209.5,34.0,25.5,29.2,35.4,82,30.2,30.2,17.7,35.6,100,998.5,14.35,3.42,0,0,
2024-05-21,Andhra Pradesh,215.2,33.9,26.0,29.5,34.9,78,12.9,12.9,16.4,28.8,76,998.3,11.86,3.4,0,0,
2024-05-22,Andhra Pradesh,221.1,37.0,27.3,30.8,36.9,77,10.8,10.8,22.3,56.5,65,997.2,19.89,4.82,0,0,
2024-05-23,Andhra Pradesh,228.9,38.0,27.4,32.1,38.2,71,0.1,0.1,20.4,43.6,40,995.4,21.09,5.52,1,0,Buddha Purnima
2024-05-24,Andhra Pradesh,227.3,37.8,28.1,31.2,37.6,76,10.5,10.5,24.3,48.6,98,994.2,14.5,3.73,0,0,
2024-05-25,Andhra Pradesh,214.9,32.1,26.5,29.6,36.6,85,40.1,40.1,16.6,31.7,100,993.6,6.28,1.67,0,0,
2024-05-26,Andhra Pradesh,212.4,41.1,29.5,34.8,39.6,58,0.0,0.0,15.2,32.4,100,992.4,20.53,6.56,0,0,
2024-05-27,Andhra Pradesh,224.4,42.2,31.4,36.2,39.0,45,0.0,0.0,18.9,38.2,100,992.4,22.6,8.53,0,0,
2024-05-28,Andhra Pradesh,237.0,41.7,31.0,36.2,39.2,45,0.7,0.7,24.3,46.1,93,993.4,23.25,8.3,0,0,
2024-05-29,Andhra Pradesh,246.8,42.1,31.3,36.5,39.5,43,0.0,0.0,19.6,40.0,69,993.7,23.94,8.31,0,0,
2024-05-30,Andhra Pradesh,258.3,43.5,30.2,36.7,41.0,48,0.0,0.0,18.9,34.2,62,994.5,24.19,7.48,0,0,
2024-05-31,Andhra Pradesh,262.4,44.0,30.2,36.6,42.2,54,0.0,0.0,15.1,29.5,27,995.5,24.09,6.93,0,0,
2024-06-01,Andhra Pradesh,243.1,41.5,31.0,35.0,41.4,66,0.1,0.1,20.6,41.8,53,997.4,22.75,6.82,0,0,
2024-06-02,Andhra Pradesh,221.6,34.3,27.5,30.9,37.8,79,59.0,59.0,15.2,28.8,95,999.6,9.99,2.8,0,0,
2024-06-03,Andhra Pradesh,205.2,33.8,27.0,30.3,36.2,76,6.6,6.6,11.6,25.9,94,1000.1,11.1,2.93,0,0,
2024-06-04,Andhra Pradesh,221.0,36.7,28.2,32.3,37.6,65,2.3,2.3,16.3,35.6,95,999.9,14.41,4.23,0,0,
2024-06-05,Andhra Pradesh,207.9,34.3,27.1,29.4,36.0,84,41.0,41.0,15.8,32.0,100,1000.5,14.54,3.38,0,0,
2024-06-06,Andhra Pradesh,195.4,33.1,26.5,28.9,34.9,82,16.6,16.6,12.4,29.5,100,1000.8,13.36,3.22,0,0,
2024-06-07,Andhra Pradesh,199.9,33.1,26.0,28.6,34.1,82,9.2,9.2,15.7,29.2,97,999.8,15.01,3.61,0,0,
2024-06-08,Andhra Pradesh,191.2,32.5,25.9,28.8,33.9,79,1.9,1.9,15.4,27.0,98,999.1,11.58,3.08,0,0,
2024-06-09,Andhra Pradesh,193.0,34.3,25.9,29.6,34.1,73,0.8,0.8,17.5,33.1,93,998.2,21.23,5.31,0,0,
2024-06-10,Andhra Pradesh,201.3,33.4,26.8,29.4,34.3,75,1.9,1.9,14.7,35.3,82,997.7,15.18,3.91,0,0,
2024-06-11,Andhra Pradesh,208.6,34.3,27.9,30.4,34.3,67,0.4,0.4,21.4,39.6,100,997.5,13.51,4.32,0,0,
2024-06-12,Andhra Pradesh,209.7,35.8,26.2,30.3,34.6,70,9.5,9.5,21.5,40.7,99,998.6,17.69,4.83,0,0,
2024-06-13,Andhra Pradesh,208.4,35.4,26.1,30.6,35.2,70,8.1,8.1,14.8,29.9,95,998.9,17.46,4.79,0,0,
2024-06-14,Andhra Pradesh,205.5,36.2,27.2,30.9,35.4,67,12.0,12.0,23.3,43.6,82,998.1,18.88,5.17,0,0,
2024-06-15,Andhra Pradesh,211.6,36.8,27.2,31.4,36.2,67,3.9,3.9,16.1,34.2,85,997.4,19.95,5.44,0,0,
2024-06-16,Andhra Pradesh,214.4,36.5,28.3,32.2,36.1,59,0.4,0.4,20.6,42.8,84,998.4,19.34,5.72,0,0,
2024-06-17,Andhra Pradesh,220.5,38.5,27.4,31.9,36.6,65,1.1,1.1,21.8,42.1,94,998.7,18.77,5.34,1,0,Eid al-Adha
2024-06-18,Andhra Pradesh,222.0,39.6,27.3,32.7,37.6,62,8.3,8.3,15.9,36.4,91,997.6,21.13,5.91,0,0,
2024-06-19,Andhra Pradesh,213.4,37.0,26.9,31.2,36.1,67,1.3,1.3,19.3,41.0,96,996.8,20.38,5.5,0,0,
2024-06-20,Andhra Pradesh,217.2,37.2,28.0,32.1,36.0,59,0.0,0.0,19.4,40.7,97,996.5,18.35,5.59,0,0,
2024-06-21,Andhra Pradesh,222.8,37.0,27.8,31.1,35.5,66,3.1,3.1,20.3,41.4,100,996.4,17.77,5.24,0,0,
2024-06-22,Andhra Pradesh,215.9,33.8,26.1,29.6,34.4,73,2.4,2.4,19.4,39.2,98,995.3,13.19,3.61,0,0,
2024-06-23,Andhra Pradesh,207.0,36.0,26.4,30.4,35.8,71,3.9,3.9,15.2,30.6,90,995.1,17.77,4.49,0,0,
2024-06-24,Andhra Pradesh,214.5,37.8,28.4,31.8,37.0,66,0.4,0.4,11.0,29.2,52,994.5,22.99,5.71,0,0,
2024-06-25,Andhra Pradesh,222.5,38.4,26.8,32.3,36.8,63,6.6,6.6,16.5,33.1,88,994.0,20.53,5.9,0,0,
2024-06-26,Andhra Pradesh,219.1,34.0,26.4,29.7,35.0,77,13.4,13.4,16.0,37.1,100,994.5,14.78,4.0,0,0,
2024-06-27,Andhra Pradesh,209.0,27.4,26.1,26.7,32.1,92,23.0,23.0,14.8,27.0,100,996.5,4.51,1.15,0,0,
2024-06-28,Andhra Pradesh,215.3,32.9,25.8,28.4,33.7,82,12.4,12.4,16.6,42.8,96,997.5,15.16,3.53,0,0,
2024-06-29,Andhra Pradesh,213.6,34.1,26.8,29.9,35.1,74,0.0,0.0,15.3,35.3,100,998.2,14.19,3.76,0,0,
2024-06-30,Andhra Pradesh,199.0,32.2,27.1,28.9,34.9,82,2.1,2.1,13.0,26.6,100,999.3,13.02,3.06,0,0,
2024-07-01,Andhra Pradesh,195.3,32.4,25.8,28.0,33.6,85,12.4,12.4,15.3,33.5,100,998.8,9.96,2.47,0,0,
2024-07-02,Andhra Pradesh,202.4,33.8,26.5,29.6,33.6,70,0.0,0.0,20.5,44.6,99,997.4,16.23,4.53,0,0,
2024-07-03,Andhra Pradesh,213.4,34.7,26.4,29.8,35.0,74,1.3,1.3,18.2,37.1,94,997.8,21.99,5.23,0,0,
2024-07-04,Andhra Pradesh,222.2,34.4,27.1,30.0,34.9,72,0.0,0.0,17.5,36.4,98,998.6,21.21,5.2,0,0,
2024-07-05,Andhra Pradesh,216.9,34.9,26.4,30.1,34.8,71,1.7,1.7,17.3,36.0,93,997.6,20.77,5.27,0,0,
2024-07-06,Andhra Pradesh,207.1,30.9,25.3,27.5,32.1,84,14.3,14.3,23.1,50.8,99,997.2,16.73,3.63,0,0,
2024-07-07,Andhra Pradesh,203.9,29.9,25.0,27.1,32.3,87,10.9,10.9,15.5,29.5,100,997.4,8.55,2.03,0,0,
2024-07-08,Andhra Pradesh,210.8,31.5,25.6,28.3,33.1,78,7.9,7.9,14.8,31.7,98,996.6,17.24,3.96,0,0,
2024-07-09,Andhra Pradesh,208.5,29.9,25.6,27.0,32.5,89,29.4,29.4,10.8,23.0,100,998.4,9.89,2.21,0,0,
2024-07-10,Andhra Pradesh,216.2,33.4,26.0,29.1,34.7,79,1.7,1.7,11.2,25.9,91,1000.2,19.39,4.35,0,0,
2024-07-11,Andhra Pradesh,218.1,33.0,27.0,29.3,34.1,77,1.5,1.5,18.8,38.2,92,999.0,16.82,4.21,0,0,
2024-07-12,Andhra Pradesh,219.6,33.5,25.8,29.0,34.0,77,3.7,3.7,17.6,36.0,98,997.0,17.42,4.18,0,0,
2024-07-13,Andhra Pradesh,200.0,28.0,25.5,26.4,31.5,92,47.9,47.9,17.7,36.7,100,996.4,3.98,1.08,0,0,
2024-07-14,Andhra Pradesh,192.3,27.7,25.7,26.3,30.8,90,14.3,14.3,16.3,34.6,100,994.5,7.04,1.67,0,0,
2024-07-15,Andhra Pradesh,191.4,29.5,25.2,26.5,31.0,89,15.6,15.6,21.3,41.0,100,993.4,10.59,2.33,0,0,
2024-07-16,Andhra Pradesh,195.6,31.9,25.0,27.6,32.5,85,11.3,11.3,17.7,34.2,100,993.9,13.32,3.09,0,0,
2024-07-17,Andhra Pradesh,202.1,30.3,25.3,27.6,32.5,85,14.6,14.6,18.8,37.8,100,995.5,16.14,3.49,1,0,Ashura
2024-07-18,Andhra Pradesh,199.3,29.6,26.0,27.0,31.4,87,23.4,23.4,21.3,44.3,100,994.9,7.53,2.0,0,0,
2024-07-19,Andhra Pradesh,187.8,26.2,25.0,25.6,28.7,90,61.1,61.1,22.1,42.8,100,993.4,2.97,1.18,0,0,
2024-07-20,Andhra Pradesh,182.0,26.7,24.8,25.6,29.0,90,27.4,27.4,24.1,46.8,100,994.4,5.39,1.48,0,0,
2024-07-21,Andhra Pradesh,195.6,30.6,24.5,26.4,30.7,88,20.7,20.7,21.9,39.2,100,995.8,8.56,2.1,0,0,
2024-07-22,Andhra Pradesh,188.3,30.5,24.8,27.2,31.6,85,6.2,6.2,20.7,40.0,99,997.5,10.27,2.52,0,0,
2024-07-23,Andhra Pradesh,198.0,29.9,25.6,27.4,31.3,82,5.1,5.1,23.8,46.1,100,998.1,11.67,3.01,0,0,
2024-07-24,Andhra Pradesh,204.8,28.9,25.5,26.8,30.9,86,5.1,5.1,21.2,40.7,100,996.2,8.24,2.17,0,0,
2024-07-25,Andhra Pradesh,205.3,30.4,24.9,27.5,31.4,82,4.2,4.2,28.5,52.6,100,994.7,14.54,3.51,0,0,
2024-07-26,Andhra Pradesh,207.5,29.8,25.2,27.2,30.6,80,3.0,3.0,26.6,47.9,100,994.8,12.32,3.34,0,0,
2024-07-27,Andhra Pradesh,204.6,30.6,25.2,27.4,30.9,81,6.9,6.9,23.5,47.9,100,995.1,8.98,2.8,0,0,
2024-07-28,Andhra Pradesh,209.3,33.2,25.2,28.8,33.2,78,0.8,0.8,24.2,53.6,65,994.0,23.39,5.29,0,0,
2024-07-29,Andhra Pradesh,219.1,33.4,27.0,29.5,34.3,74,1.2,1.2,20.6,40.3,72,994.2,22.53,5.27,0,0,
2024-07-30,Andhra Pradesh,222.9,32.6,25.3,28.8,33.7,79,21.2,21.2,17.0,34.9,96,997.3,16.56,4.04,0,0,
2024-07-31,Andhra Pradesh,225.9,32.7,25.7,28.8,33.5,78,1.3,1.3,19.1,38.2,98,998.3,15.12,3.79,0,0,
2024-08-01,Andhra Pradesh,225.3,32.2,26.5,28.9,33.3,76,0.0,0.0,18.9,36.0,100,998.3,16.92,4.21,0,0,
2024-08-02,Andhra Pradesh,221.6,31.3,26.0,28.1,32.7,79,6.7,6.7,17.0,39.2,100,998.5,10.72,2.91,0,0,
2024-08-03,Andhra Pradesh,220.7,32.6,26.6,29.2,33.4,73,1.5,1.5,21.1,41.4,100,999.5,17.73,4.48,0,0,
2024-08-04,Andhra Pradesh,222.2,33.9,25.9,29.7,34.5,73,0.3,0.3,18.2,37.4,65,999.8,23.26,5.46,0,0,
2024-08-05,Andhra Pradesh,234.7,32.8,26.1,29.4,35.3,78,0.4,0.4,9.2,25.9,83,1000.3,19.86,4.44,0,0,
2024-08-06,Andhra Pradesh,220.9,30.2,26.4,27.7,33.5,85,5.0,5.0,11.6,22.7,100,999.6,8.23,2.02,0,0,
2024-08-07,Andhra Pradesh,197.5,29.2,25.5,26.6,31.4,88,8.0,8.0,18.5,36.4,100,999.7,10.56,2.33,0,0,
2024-08-08,Andhra Pradesh,200.8,32.0,25.0,27.8,32.9,82,6.9,6.9,13.7,29.5,97,1000.2,17.36,3.83,0,0,
2024-08-09,Andhra Pradesh,210.1,33.3,25.1,28.9,33.9,76,0.1,0.1,15.8,32.0,94,1000.8,22.3,5.02,0,0,
2024-08-10,Andhra Pradesh,213.1,33.6,25.7,29.3,35.1,78,0.0,0.0,12.5,28.4,78,1000.6,23.43,5.14,0,0,
2024-08-11,Andhra Pradesh,218.0,33.8,25.9,29.8,35.5,75,0.1,0.1,12.0,26.6,100,999.0,22.88,5.15,0,0,
2024-08-12,Andhra Pradesh,224.3,33.9,26.4,29.9,36.0,77,2.0,2.0,13.0,28.1,82,998.9,23.18,5.13,0,0,
2024-08-13,Andhra Pradesh,226.2,34.0,26.2,29.7,35.4,75,0.5,0.5,13.3,32.8,84,999.7,22.65,5.15,0,0,
2024-08-14,Andhra Pradesh,228.9,33.5,26.9,29.6,36.1,80,0.9,0.9,9.4,19.8,97,999.7,20.55,4.53,0,0,
2024-08-15,Andhra Pradesh,230.9,34.6,26.4,30.0,36.2,76,0.9,0.9,11.6,23.4,99,998.8,22.13,5.02,1,0,Independence Day
2024-08-16,Andhra Pradesh,235.4,33.7,26.7,29.6,35.9,79,4.4,4.4,11.2,24.1,100,998.2,18.79,4.27,0,0,
2024-08-17,Andhra Pradesh,227.9,35.1,26.6,30.2,36.3,74,1.4,1.4,10.4,20.5,98,999.1,22.33,5.1,0,0,
2024-08-18,Andhra Pradesh,228.2,35.1,26.5,30.6,37.0,73,2.5,2.5,10.7,19.4,91,999.7,22.54,5.11,0,0,
2024-08-19,Andhra Pradesh,231.2,32.5,25.9,28.6,35.1,84,25.4,25.4,9.1,22.0,98,999.5,14.92,3.22,0,0,
2024-08-20,Andhra Pradesh,225.6,34.4,26.1,29.6,35.9,78,0.9,0.9,11.4,26.3,95,999.3,21.6,4.94,0,0,
2024-08-21,Andhra Pradesh,227.2,33.9,26.7,30.1,35.0,73,0.8,0.8,21.0,41.0,94,1000.4,21.6,5.31,0,0,
2024-08-22,Andhra Pradesh,218.0,31.3,26.9,28.1,34.4,86,18.7,18.7,12.6,30.2,99,1000.6,11.89,2.58,0,0,
2024-08-23,Andhra Pradesh,219.1,33.0,26.0,28.7,34.9,83,4.2,4.2,10.9,27.7,100,1001.0,13.55,3.19,0,0,
2024-08-24,Andhra Pradesh,213.6,32.4,26.3,28.6,33.5,80,3.5,3.5,16.3,39.2,100,1000.8,10.68,2.92,0,0,
2024-08-25,Andhra Pradesh,214.5,32.8,25.4,28.8,33.0,74,1.4,1.4,19.8,41.0,98,1000.0,20.28,4.83,0,0,
2024-08-26,Andhra Pradesh,223.2,33.8,26.7,29.9,33.0,64,0.2,0.2,22.1,42.1,93,999.0,18.88,5.35,1,0,Janmashtami (Vaishnava)
2024-08-27,Andhra Pradesh,235.1,34.2,26.7,30.2,33.9,63,0.1,0.1,19.1,40.0,89,1000.3,23.69,6.01,0,0,
2024-08-28,Andhra Pradesh,227.8,31.7,26.6,29.2,33.0,69,1.5,1.5,19.2,41.4,99,1000.5,14.45,3.93,0,0,
2024-08-29,Andhra Pradesh,228.0,31.0,26.7,28.7,32.2,70,1.4,1.4,18.3,34.6,100,998.3,6.98,2.74,0,0,
2024-08-30,Andhra Pradesh,212.9,26.9,25.1,26.0,30.4,91,45.2,45.2,22.0,38.2,100,998.0,4.39,1.17,0,0,
2024-08-31,Andhra Pradesh,181.9,25.5,24.7,25.2,28.2,92,186.0,186.0,25.7,47.5,100,995.6,2.58,1.0,0,0,
2024-09-01,Andhra Pradesh,172.1,27.9,24.7,25.9,28.7,85,93.6,93.6,24.9,48.2,97,994.7,8.77,2.38,0,0,
2024-09-02,Andhra Pradesh,186.4,30.3,24.6,27.3,31.0,75,0.1,0.1,16.9,31.7,96,997.2,11.63,3.07,0,0,
2024-09-03,Andhra Pradesh,189.9,30.4,24.9,27.0,31.8,84,46.0,46.0,16.3,31.0,95,999.2,11.82,2.7,0,0,
2024-09-04,Andhra Pradesh,194.1,28.7,25.0,26.6,30.7,87,18.6,18.6,21.7,41.0,100,998.9,6.47,1.8,0,0,
2024-09-05,Andhra Pradesh,197.6,30.0,25.0,27.4,32.1,85,7.9,7.9,23.0,45.7,100,997.9,15.11,3.2,0,0,
2024-09-06,Andhra Pradesh,201.6,32.1,26.1,27.9,32.5,82,11.4,11.4,21.0,40.0,97,998.1,16.83,3.79,0,0,
2024-09-07,Andhra Pradesh,195.4,30.3,25.8,27.1,31.5,86,24.7,24.7,20.8,47.5,99,998.7,12.72,2.86,0,0,
2024-09-08,Andhra Pradesh,185.7,27.0,25.1,25.7,29.6,91,31.0,31.0,18.9,38.2,100,998.9,5.21,1.33,0,0,
2024-09-09,Andhra Pradesh,191.1,27.9,25.1,26.2,29.8,87,16.7,16.7,23.1,42.1,100,996.7,8.96,2.14,0,0,
2024-09-10,Andhra Pradesh,201.9,32.1,25.0,28.5,32.5,74,0.0,0.0,24.4,46.8,98,996.7,21.84,4.99,0,0,
2024-09-11,Andhra Pradesh,215.4,32.5,25.5,28.6,32.8,73,0.0,0.0,20.5,40.3,88,998.9,22.98,5.2,0,0,
2024-09-12,Andhra Pradesh,226.7,32.2,25.1,28.4,32.2,72,0.0,0.0,19.4,38.5,81,1000.4,21.47,4.99,0,0,
2024-09-13,Andhra Pradesh,230.7,32.0,25.0,28.3,31.9,70,0.0,0.0,18.4,34.9,100,1000.1,22.05,5.25,0,0,
2024-09-14,Andhra Pradesh,230.3,32.4,24.8,28.3,32.0,71,0.0,0.0,20.8,40.0,99,999.3,22.55,5.24,0,0,
2024-09-15,Andhra Pradesh,230.9,33.2,25.2,28.7,32.2,68,0.0,0.0,19.7,38.2,82,999.1,23.04,5.55,0,0,
2024-09-16,Andhra Pradesh,238.4,31.4,25.6,28.2,31.4,72,0.1,0.1,19.7,38.9,100,999.3,16.42,4.24,1,0,Prophet's Birthday
2024-09-17,Andhra Pradesh,242.6,33.2,25.4,29.0,32.5,68,0.0,0.0,20.1,39.2,76,998.9,22.98,5.64,0,0,
2024-09-18,Andhra Pradesh,245.0,33.0,24.5,28.8,33.1,70,0.0,0.0,12.4,26.6,26,998.7,23.13,5.32,0,0,
2024-09-19,Andhra Pradesh,246.1,34.2,24.6,29.2,34.1,71,0.1,0.1,9.9,23.0,54,999.1,23.15,5.31,0,0,
2024-09-20,Andhra Pradesh,242.6,33.1,25.9,29.0,34.8,80,11.2,11.2,13.7,30.2,91,999.0,17.77,4.02,0,0,
2024-09-21,Andhra Pradesh,231.9,32.8,24.7,27.6,33.1,85,18.6,18.6,15.7,31.7,78,999.4,16.24,3.52,0,0,
2024-09-22,Andhra Pradesh,225.8,32.1,25.0,28.0,33.6,84,7.8,7.8,16.7,34.6,63,998.4,17.84,3.82,0,0,
2024-09-23,Andhra Pradesh,223.9,31.5,24.4,27.4,33.1,88,12.9,12.9,12.2,24.8,99,998.1,13.17,2.89,0,0,
2024-09-24,Andhra Pradesh,217.3,31.2,24.9,27.1,32.7,88,8.2,8.2,14.8,28.8,99,997.3,12.94,2.81,0,0,
2024-09-25,Andhra Pradesh,204.9,31.2,24.8,27.5,33.0,86,8.7,8.7,11.6,23.4,100,997.2,13.32,2.95,0,0,
2024-09-26,Andhra Pradesh,205.6,31.4,25.4,28.1,33.2,82,5.0,5.0,17.7,33.5,100,998.1,17.48,3.86,0,0,
2024-09-27,Andhra Pradesh,208.6,31.6,24.7,27.7,33.3,84,23.2,23.2,11.7,28.8,90,1001.1,14.31,3.14,0,0,
2024-09-28,Andhra Pradesh,212.9,31.8,25.2,27.9,34.0,86,2.2,2.2,13.0,25.6,52,1003.1,18.27,3.84,0,0,
2024-09-29,Andhra Pradesh,212.7,31.7,25.5,28.2,34.2,85,2.5,2.5,12.8,25.9,42,1004.2,17.6,3.74,0,0,
2024-09-30,Andhra Pradesh,224.0,32.4,25.2,28.6,34.4,81,0.6,0.6,10.7,22.7,22,1003.9,21.05,4.59,0,0,
2024-10-01,Andhra Pradesh,231.2,33.1,25.2,28.8,34.9,81,0.4,0.4,10.8,20.5,25,1002.0,21.44,4.69,0,0,
